Company,Product,url,Home Loan Type,Rate,CodeID,Comparison Rate,Fixed Months,Revert Rate,Introductory Rate,Loan Type,Security Type,Availability,Repayment Options,Repayment Frequency,Interest Rate Notes,Min Loan Term,Max Loan to Value Ration (LVR),Max Loan Term,Max LVR with Mortgage Insurance,Min Loan Amount,Max Loan Amount,Extra Repayments,Loan is Transferable (Portable),Transfer Fee,Mortgage Offset Available,Mortgage Offset 100%,Mortgage Offset Rate,Redraw Available,Min Redraw Amount,Max Redraw Amount,Redraw Fee,Redraw Notice Period,Redraw Method,Redraw Notes & Comments,Application Fee,Legal Fee,Valuation Fee,Settlement Fee,Service Fee,Exit Fee,Early Termination Fee
Bank Australia,Premium Home Loan - Investment P&I,https://www.infochoice.com.au/home-loans/bank-australia/premium-home-loan-investment-pi-41946,FIXED,4.34%,419462,5.06%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,0,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Premium Home Loan - Investment P&I,https://www.infochoice.com.au/home-loans/bank-australia/premium-home-loan-investment-pi-41946,FIXED,4.54%,419463,5.04%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,0,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Premium Home Loan - Investment P&I,https://www.infochoice.com.au/home-loans/bank-australia/premium-home-loan-investment-pi-41946,FIXED,4.84%,419465,5.08%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,0,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Premium Home Loan - Investment IO,https://www.infochoice.com.au/home-loans/bank-australia/premium-home-loan-investment-io-49485,VARIABLE,5.37,494850,5.42,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,Same business day,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Premium Home Loan - Investment IO,https://www.infochoice.com.au/home-loans/bank-australia/premium-home-loan-investment-io-49483,FIXED,4.94%,494831,5.37%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Premium Home Loan - Investment IO,https://www.infochoice.com.au/home-loans/bank-australia/premium-home-loan-investment-io-49483,FIXED,4.54%,494832,5.26%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Premium Home Loan - Investment IO,https://www.infochoice.com.au/home-loans/bank-australia/premium-home-loan-investment-io-49483,FIXED,4.74%,494833,5.24%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Premium Home Loan - Investment IO,https://www.infochoice.com.au/home-loans/bank-australia/premium-home-loan-investment-io-49483,FIXED,5.04%,494835,5.28%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,FALSE,$0,$0,$0,Same business day,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Fixed Home Loan - Investment P&I,https://www.infochoice.com.au/home-loans/bank-australia/fixed-home-loan-investment-pi-41944,FIXED,4.64%,419441,4.89%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Fixed Home Loan - Investment P&I,https://www.infochoice.com.au/home-loans/bank-australia/fixed-home-loan-investment-pi-41944,FIXED,4.24%,419442,4.80%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Fixed Home Loan - Investment P&I,https://www.infochoice.com.au/home-loans/bank-australia/fixed-home-loan-investment-pi-41944,FIXED,4.44%,419443,4.80%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Fixed Home Loan - Investment P&I,https://www.infochoice.com.au/home-loans/bank-australia/fixed-home-loan-investment-pi-41944,FIXED,4.74%,419445,4.86%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Fixed Home Loan - Investment IO,https://www.infochoice.com.au/home-loans/bank-australia/fixed-home-loan-investment-io-49488,FIXED,4.84%,494881,5.09%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Fixed Home Loan - Investment IO,https://www.infochoice.com.au/home-loans/bank-australia/fixed-home-loan-investment-io-49488,FIXED,4.44%,494882,5.00%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Fixed Home Loan - Investment IO,https://www.infochoice.com.au/home-loans/bank-australia/fixed-home-loan-investment-io-49488,FIXED,4.64%,494883,5.00%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Fixed Home Loan - Investment IO,https://www.infochoice.com.au/home-loans/bank-australia/fixed-home-loan-investment-io-49488,FIXED,4.94%,494885,5.06%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Fixed Home Loan,https://www.infochoice.com.au/home-loans/bank-australia/fixed-home-loan-2278,FIXED,3.89%,22781,3.91%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,A break fee applies to this loan if the loan is repaid in full during a fixed rate period,
Bank Australia,Fixed Home Loan,https://www.infochoice.com.au/home-loans/bank-australia/fixed-home-loan-2278,FIXED,3.99%,22782,3.93%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,A break fee applies to this loan if the loan is repaid in full during a fixed rate period,
Bank Australia,Fixed Home Loan,https://www.infochoice.com.au/home-loans/bank-australia/fixed-home-loan-2278,FIXED,3.94%,22783,3.92%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,A break fee applies to this loan if the loan is repaid in full during a fixed rate period,
Bank Australia,Fixed Home Loan,https://www.infochoice.com.au/home-loans/bank-australia/fixed-home-loan-2278,FIXED,4.44%,22785,4.14%,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,A break fee applies to this loan if the loan is repaid in full during a fixed rate period,
Bank Australia,Bridging Loan,https://www.infochoice.com.au/home-loans/bank-australia/bridging-loan-2276,VARIABLE,4.92,22760,4.96,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,,,0,80%,1,80%,$10000.00,$9999999.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Basic Special Home Loan LVR <80%,https://www.infochoice.com.au/home-loans/bank-australia/basic-special-home-loan-lvr--50656,VARIABLE,3.65,506560,3.66,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,0,80%,30,80%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,FALSE,FALSE,0%,TRUE,$0,$0,$0,Same business day,Branch Internet Phone,,$0,$0,$150.00,$0,$0,$250.00,,
Bank Australia,Basic Home Loan - Investment (P&I),https://www.infochoice.com.au/home-loans/bank-australia/basic-home-loan-investment-50031,VARIABLE,4.87,500310,4.91,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,0,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,FALSE,FALSE,0%,TRUE,$0,$0,$0,Same business day,Branch Internet Phone,,$595.00,$0,$0,$0,$0,$250.00,,
Bank Australia,Basic Home Loan - Investment (IO),https://www.infochoice.com.au/home-loans/bank-australia/basic-home-loan-investment-2010,VARIABLE,5.07,20100,5.11,0,0,0,Basic,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,80%,30,95%,$10000.00,$9999999.00,TRUE,TRUE,$500.00,FALSE,FALSE,0%,TRUE,$0,$0,$0,Same business day,Branch Internet Phone,,$595.00,$0,$0,$0,$0,$250.00,,
Bank of us,Topline Resi Invest Loan >90% LVR ,https://www.infochoice.com.au/home-loans/bank-of-us/topline-resi-invest-loan--lvr-41952,VARIABLE,4.59,419520,5.17,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,TRUE,TRUE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$300.00,$325.00,$275.00,$250.00,$0,$0,,
Bank of us,Topline Resi Invest Loan >80%<90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/topline-resi-invest-loan--lvr-51213,VARIABLE,4.39,512130,4.43,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,TRUE,TRUE,0%,TRUE,$200.00,$0,$0,Same business day,ATM,,$300.00,$0,$0,$250.00,$0,$0,,
Bank of us,Topline Resi Invest Loan <80% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/topline-resi-invest-loan--lvr-41956,VARIABLE,4.19,419560,4.23,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,TRUE,TRUE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$300.00,$0,$0,$250.00,$0,$0,,
Bank of us,Topline Home Loan >90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/topline-home-loan--lvr-5497,VARIABLE,4.29,54970,4.33,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,TRUE,FALSE,0%,TRUE,$200.00,$0,$0,,Internet,,$300.00,$0,$0,$250.00,$0,$0,,
Bank of us,Topline Home Loan >80%<90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/topline-home-loan--lvr-51212,VARIABLE,4.19,512120,4.21,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,TRUE,TRUE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$0,$0,$0,$250.00,$0,$0,,
Bank of us,Topline Home Loan < 80% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/topline-home-loan---lvr-1867,VARIABLE,4.09,18670,4.11,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,TRUE,TRUE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$0,$0,$0,$250.00,$0,$0,,
Bank of us,FlexiLine - Line of Credit RI,https://www.infochoice.com.au/home-loans/bank-of-us/flexiline-line-of-credit-ri-41959,VARIABLE,5.52,419590,,0,0,0,HomeEquity,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$300.00,$0,$0,$250.00,$10.00,$0,,
Bank of us,FlexiLine - Line of Credit,https://www.infochoice.com.au/home-loans/bank-of-us/flexiline-line-of-credit-20430,VARIABLE,5.22,204300,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$250.00,$10.00,$0,,
Bank of us,FlexiDiscount Variable Rate Loan >90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-variable-rate-loan--lvr-51217,VARIABLE,4.19,512170,4.23,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$300.00,$0,$0,$250.00,$0,$0,,
Bank of us,FlexiDiscount Variable Rate Loan >80%<90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-variable-rate-loan--lvr-51216,VARIABLE,4.09,512160,4.11,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,FALSE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$0,$0,$0,$250.00,$0,$0,,
Bank of us,FlexiDiscount Variable Rate Loan <80% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-variable-rate-loan--lvr-22707,VARIABLE,3.79,227070,3.79,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,80%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$0,$0,$0,$0,$0,$0,,
Bank of us,FlexiDiscount Fixed Rate Loan >90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan--lvr-48767,FIXED,4.69%,487671,4.27%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$300.00,$0,$0,$250.00,$0,$0,,
Bank of us,FlexiDiscount Fixed Rate Loan >90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan--lvr-48767,FIXED,4.59%,487672,4.30%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$300.00,$0,$0,$250.00,$0,$0,,
Bank of us,FlexiDiscount Fixed Rate Loan >90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan--lvr-48767,FIXED,4.79%,487673,4.38%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$300.00,$0,$0,$250.00,$0,$0,,
Bank of us,FlexiDiscount Fixed Rate Loan >80% <90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan---lvr-5504,FIXED,4.59%,55041,4.15%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$0,$0,$0,$250.00,$0,$0,,
Bank of us,FlexiDiscount Fixed Rate Loan >80% <90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan---lvr-5504,FIXED,4.49%,55042,4.18%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$0,$0,$0,$250.00,$0,$0,,
Bank of us,FlexiDiscount Fixed Rate Loan >80% <90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexidiscount-fixed-rate-loan---lvr-5504,FIXED,4.69%,55043,4.26%,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$0,$0,$0,$250.00,$0,$0,,
Bank of us,FlexiChoice Variable Rate Resi Invest Loan >80%<90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-variable-rate-resi-invest-loan--lvr-41947,VARIABLE,5.52,419470,5.67,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$300.00,$0,$0,$250.00,$10.00,$0,,
Bank of us,FlexiChoice Variable Rate Resi Invest Loan <80% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-variable-rate-resi-invest-loan--lvr-1687,VARIABLE,5.52,16870,5.67,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$300.00,$0,$0,$250.00,$10.00,$0,,
Bank of us,FlexiChoice Variable Rate Resi Inv Loan >90% LVR ,https://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-variable-rate-resi-inv-loan--lvr-41960,VARIABLE,5.52,419600,5.71,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$300.00,$325.00,$275.00,$250.00,$10.00,$0,,
Bank of us,FlexiChoice Fixed Rate Resi Invest Loan >80%<90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-fixed-rate-resi-invest-loan--lvr-1890,FIXED,4.79%,18901,5.60%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$300.00,$0,$0,$250.00,$10.00,$0,,
Bank of us,FlexiChoice Fixed Rate Resi Invest Loan >80%<90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-fixed-rate-resi-invest-loan--lvr-1890,FIXED,4.69%,18902,5.51%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$300.00,$0,$0,$250.00,$10.00,$0,,
Bank of us,FlexiChoice Fixed Rate Resi Invest Loan >80%<90% LVR,https://www.infochoice.com.au/home-loans/bank-of-us/flexichoice-fixed-rate-resi-invest-loan--lvr-1890,FIXED,4.89%,18903,5.50%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,80%,30,95%,$20000.00,$2500000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$200.00,$0,$0,Same business day,Internet,,$300.00,$0,$0,$250.00,$10.00,$0,,
Delphi Bank,Residential Variable - Investor,https://www.infochoice.com.au/home-loans/delphi-bank/residential-variable-investor-46564,VARIABLE,5.65,465640,,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest  Interest Only,Weekly Fortnightly Monthly,,1,80%,30,90%,$30000.00,$10000000.00,TRUE,TRUE,$250.00,FALSE,FALSE,0%,TRUE,$0,$0,$0,Same business day,Internet,,$250.00,$440.00,$330.00,$150.00,$6.00,$0,,
Delphi Bank,Home Equity Loan,https://www.infochoice.com.au/home-loans/delphi-bank/home-equity-loan-17607,VARIABLE,5.82,176070,,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,80%,30,90%,$30000.00,$10000000.00,TRUE,FALSE,$0,FALSE,FALSE,0%,TRUE,$0,$0,$30.00,Same business day,Internet,,$250.00,$440.00,$330.00,$0,$8.00,$0,,
Delphi Bank,Fixed Rate Home Loans - Residential Investment,https://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-residential-investment-42678,FIXED,4.69%,426781,5.60%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest  Interest Only,Monthly,,1,80%,30,90%,$30000.00,$10000000.00,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$250.00,$440.00,$330.00,$150.00,$6.00,$0,,
Delphi Bank,Fixed Rate Home Loans - Residential Investment,https://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-residential-investment-42678,FIXED,4.39%,426782,5.44%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest  Interest Only,Monthly,,1,80%,30,90%,$30000.00,$10000000.00,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$250.00,$440.00,$330.00,$150.00,$6.00,$0,,
Delphi Bank,Fixed Rate Home Loans - Residential Investment,https://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-residential-investment-42678,FIXED,4.49%,426783,5.36%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest  Interest Only,Monthly,,1,80%,30,90%,$30000.00,$10000000.00,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$250.00,$440.00,$330.00,$150.00,$6.00,$0,,
Delphi Bank,Fixed Rate Home Loans - Residential Investment,https://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-residential-investment-42678,FIXED,4.89%,426784,5.44%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest  Interest Only,Monthly,,1,80%,30,90%,$30000.00,$10000000.00,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$250.00,$440.00,$330.00,$150.00,$6.00,$0,,
Delphi Bank,Fixed Rate Home Loans - Residential Investment,https://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-residential-investment-42678,FIXED,4.89%,426785,5.39%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest  Interest Only,Monthly,,1,80%,30,90%,$30000.00,$10000000.00,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$250.00,$440.00,$330.00,$150.00,$6.00,$0,,
Delphi Bank,Fixed Rate Home Loans - Owner Occupied,https://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-owner-occupied-17974,FIXED,4.54%,179741,5.34%,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Monthly,,1,80%,30,90%,$30000.00,$10000000.00,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$250.00,$440.00,$330.00,$150.00,$6.00,$0,,
Delphi Bank,Fixed Rate Home Loans - Owner Occupied,https://www.infochoice.com.au/home-loans/delphi-bank/fixed-rate-home-loans-owner-occupied-17974,FIXED,4.24%,179742,5.21%,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest  Interest Only,Monthly,,1,80%,30,90%,$30000.00,$10000000.00,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$250.00,$440.00,$330.00,$150.00,$6.00,$0,,
