companyname,variationname,variationuuid,homeloantype,rate,comparisonrate,fixmonth,revertrate,introductoryrate,hasinvestmentpurpose,hasowneroccupiedpurpose,hasprincipalandinterest,hasinterestonly,hasweeklyrepayments,hasfortnightlyrepayments,hasmonthlyrepayments,minloanterm,maxlvr,maxloanterm,mintotalloanamount,maxtotalloanamount,extrarepaymentsallowed,hasoffsetaccount,hasredrawfacility,applicationfee,legalfee,valuationfee,settlementfee,dischargefee,IF Code,IF Product
ANZ,Fixed Rate Investment Loan (Principal and Interest) 2 Years,1f2c22a0-25c7-4489-ac5b-71cb6caeb02f,MATCH,4.34 vs 4.03,5.58 vs 5.52,MATCH,5.8 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,150 vs 0,160 vs 0,MATCH,393902,ANZ - ANZ Fixed Loan Investment (without Breakfree Package) P&I 2 Year Principal & Interest
ANZ,Fixed Rate Home Loan (Principal and Interest) 3 Years,4b6d6449-0ee7-440b-b513-dc2ca2ba782c,MATCH,MATCH,MATCH,MATCH,5.2 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,150 vs 0,160 vs 0,MATCH,17133,ANZ - ANZ Fixed Interest Rates (without Breakfree Package) P&I 3 Year Principal & Interest
ANZ,Fixed Rate Home Loan (Principal and Interest) 10 Years,2fd81051-7a8b-4330-9a94-6f85d0056fcd,MATCH,MATCH,MATCH,MATCH,5.2 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,150 vs 0,160 vs 0,MATCH,171310,ANZ - ANZ Fixed Interest Rates (without Breakfree Package) P&I 10 Year Principal & Interest
ANZ,Fixed Rate Home Loan (Principal and Interest) 1 Year,f90ad92b-2911-4c30-a524-fc4f2099bee3,MATCH,MATCH,MATCH,MATCH,5.2 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,150 vs 0,160 vs 0,MATCH,17131,ANZ - ANZ Fixed Interest Rates (without Breakfree Package) P&I 1 Year Principal & Interest
ANZ,Fixed Rate Home Loan (Principal and Interest) 2 Years,b12d144e-9064-4043-a44e-28a91e46159c,MATCH,MATCH,MATCH,MATCH,5.2 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,150 vs 0,160 vs 0,MATCH,17132,ANZ - ANZ Fixed Interest Rates (without Breakfree Package) P&I 2 Year Principal & Interest
ANZ,Breakfree Package Variable Investment Loan (Principal and Interest) ($250k-$700k),2a57e90d-9cdd-4d60-91e5-9880c820ce0f,MATCH,5.20 vs 5.2,MATCH, vs 0,5.2 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,501120,ANZ - ANZ Breakfree Home Loan Package P&I - Investment (250000-699999) Principal & Interest
ANZ,Breakfree Package Variable Investment Loan (Principal and Interest) ($700k+),35d8cf8b-2622-4b0e-a18d-e08dd9d4543d,MATCH,5.10 vs 5.1,MATCH, vs 0,5.1 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH,MATCH, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,501130,ANZ - ANZ Breakfree Home Loan Package P&I - Investment (700000 plus) Principal & Interest
ANZ,Breakfree Package Variable Home Loan (Principal and Interest) ($250k-$700k),0697a6c4-a572-4a1b-a4f0-a7fa3d815444,MATCH,4.60 vs 4.6,MATCH, vs 0,4.6 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,108660,ANZ - ANZ Breakfree Home Loan Package P&I (250000-699999) Principal & Interest
ANZ,Breakfree Package Fixed Rate Investment Loan (Interest in Advance Yearly) 4 Years,9846ba44-8299-4f88-8f6a-b3fec25bac29,MATCH,4.79 vs 4.89,5.48 vs 5.55,MATCH,5.3 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH,150000 vs 20000, vs 1000000,True vs FALSE,MATCH,MATCH,0 vs 600,MATCH,MATCH,MATCH,160 vs 0,18434,ANZ - ANZ Interest in Advance Loan - Yearly (with Breakfree) 4 Year Interest Only Investment
ANZ,Breakfree Package Fixed Rate Investment Loan (Interest in Advance Yearly) 2 Years,32dd7589-bc72-4500-a787-c686bbec4fcd,MATCH,4.24 vs 4.39,5.47 vs 5.54,MATCH,5.3 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH,150000 vs 20000, vs 1000000,True vs FALSE,MATCH,MATCH,0 vs 600,MATCH,MATCH,MATCH,160 vs 0,18432,ANZ - ANZ Interest in Advance Loan - Yearly (with Breakfree) 2 Year Interest Only Investment
ANZ,Breakfree Package Fixed Rate Investment Loan (Interest in Advance Yearly) 7 Years,f5ac631f-7e53-439c-a5f6-070f9d467ceb,MATCH,MATCH,6.77 vs 6.80,MATCH,5.3 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH,150000 vs 20000, vs 1000000,True vs FALSE,MATCH,MATCH,0 vs 600,MATCH,MATCH,MATCH,160 vs 0,18437,ANZ - ANZ Interest in Advance Loan - Yearly (with Breakfree) 7 Year Interest Only Investment
ANZ,Breakfree Package Fixed Rate Home Loan (Principal and Interest) 5 Years,a51dc158-d18d-4e5b-8b83-999cce3ad365,MATCH,MATCH,MATCH,MATCH,4.7 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,150000 vs 20000, vs 10000000,True vs FALSE,False vs TRUE,MATCH,0 vs 600,MATCH,MATCH,MATCH,MATCH,394575,ANZ - ANZ Fixed Interest Rates (with Breakfree Package) P&I 5 Year Principal & Interest
ANZ,Breakfree Package Fixed Rate Home Loan (Principal and Interest) 4 Years,ad4c4abb-b450-489d-bb11-9936a176ea63,MATCH,MATCH,MATCH,MATCH,4.7 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,150000 vs 20000, vs 10000000,True vs FALSE,False vs TRUE,MATCH,0 vs 600,MATCH,MATCH,MATCH,MATCH,394574,ANZ - ANZ Fixed Interest Rates (with Breakfree Package) P&I 4 Year Principal & Interest
ANZ,Breakfree Package Fixed Rate Home Loan (Principal and Interest) 7 Years,4a645e58-597b-4c79-874b-0dd2e01ba3e9,MATCH,MATCH,MATCH,MATCH,4.7 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,150000 vs 20000, vs 10000000,True vs FALSE,False vs TRUE,MATCH,0 vs 600,MATCH,MATCH,MATCH,MATCH,394577,ANZ - ANZ Fixed Interest Rates (with Breakfree Package) P&I 7 Year Principal & Interest
Qudos Bank,Variable Rate Investment Loan (LVR < 90%),9ad041f4-ccc6-46e1-a35b-320970ae600f,MATCH,MATCH,MATCH, vs 0,5.19 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH, vs 150000, vs 10000000,MATCH,MATCH,MATCH,600 vs 0,MATCH,MATCH,MATCH,250 vs 0,432260,Qudos Bank - Standard Variable Rate Home Loans - 20 deposit or more (Investment)
Qudos Bank,Qantas Points Investment Loan (LVR < 80%),3a052dee-fc88-49dc-9528-0553f76a643b,MATCH,MATCH,MATCH, vs 0,4.69 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 3000000,True vs FALSE,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,250 vs 0,432330,Qudos Bank - Qantas Points Home Loan Welcome Rate^ - 20 deposit or more (Investment)
Qudos Bank,Low Cost Investment Loan (LVR < 80%),2478f475-b8c5-4545-8668-3cab5d43f040,MATCH,MATCH,MATCH, vs 0,4.54 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,432300,Qudos Bank - Low Cost Home Loan Welcome Rate^ - 20 deposit or more (Investment)
Qudos Bank,Variable Rate Home Loan (LVR < 90%),b5ac1be6-bb24-4bee-90cd-57aef8a949ec,MATCH,MATCH,MATCH, vs 0,4.58 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH, vs 150000, vs 10000000,MATCH,MATCH,MATCH,600 vs 0,MATCH,MATCH,MATCH,250 vs 0,432250,Qudos Bank - Standard Variable Rate Home Loans - 20 deposit or more (Owner Occupier)
Qudos Bank,Qantas Points Home Loan (LVR < 80%),a6994c75-52d7-49ab-b385-6820c8a709a1,MATCH,MATCH,MATCH, vs 0,4.04 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 3000000,True vs FALSE,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,250 vs 0,341100,Qudos Bank - Qantas Points Home Loan Welcome Rate^ - 20 deposit or more (Owner Occupier)
Qudos Bank,Low Cost Home Loan (LVR 80%-90%),b47fb891-c6d5-4bcc-8417-9b9f61828bfb,MATCH,MATCH,MATCH, vs 0,3.99 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH,MATCH, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,200420,Qudos Bank - Low Cost Home Loan Welcome Rate^ - At least 10 but less than 20 deposit (Owner Occupier)
Qudos Bank,Fixed Rate Investment Loan 2 Years,8accfe39-0772-42c7-af23-2390fe0a516b,MATCH,MATCH,4.8 vs 4.80,MATCH,4.89 vs 0,MATCH,MATCH,MATCH,MATCH,True vs False,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,427022,Qudos Bank - Fixed Rate Loan - 20 deposit or more (Investment) 2 Year Principal & Interest
Qudos Bank,Fixed Rate Investment Loan 3 Years,ed48744a-4fc0-4035-a56f-2ab461aa8e31,MATCH,MATCH,MATCH,MATCH,4.89 vs 0,MATCH,MATCH,MATCH,MATCH,True vs False,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 10000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,427023,Qudos Bank - Fixed Rate Loan - 20 deposit or more (Investment) 3 Year Principal & Interest
Qudos Bank,Fixed Rate Home Loan 5 Years,ade0ab88-6207-4050-bb09-98f1f8cb4a34,MATCH,MATCH,MATCH,MATCH,4.24 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,True vs False,True vs False,MATCH,1 vs 0,90 vs 80,MATCH,150000 vs 5000, vs 10000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,200335,Qudos Bank - Fixed Rate Loan - At least 10 but less than 20 deposit (Owner Occupier) 5 Year
Qudos Bank,Fixed Rate Home Loan 4 Years,b2abc94a-9a11-4215-8be4-8aa74be5b313,MATCH,MATCH,MATCH,MATCH,4.24 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,True vs False,True vs False,MATCH,1 vs 0,90 vs 80,MATCH,150000 vs 5000, vs 10000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,200334,Qudos Bank - Fixed Rate Loan - At least 10 but less than 20 deposit (Owner Occupier) 4 Year
Qudos Bank,Fixed Rate Home Loan 2 Years,36ed125a-5d40-4803-a82f-10adf9a210d2,MATCH,MATCH,MATCH,MATCH,4.24 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,True vs False,True vs False,MATCH,1 vs 0,90 vs 80,MATCH,150000 vs 5000, vs 10000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,200332,Qudos Bank - Fixed Rate Loan - At least 10 but less than 20 deposit (Owner Occupier) 2 Year
MOVE - People Driven Banking,Standard Variable Rate Investment Loan,ea99bbd4-1433-4fa3-a6ce-e4e001db7eba,MATCH,MATCH,MATCH, vs 0,5.25 vs 0,MATCH,MATCH,MATCH,MATCH,True vs False,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,30 vs 25,MATCH, vs 10000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,150 vs 75,17290,MOVE - People Driven Banking - Standard Variable Rate Investment Loan Principal & Interest
MOVE - People Driven Banking,First Home Loan,d7c5d247-66ca-493f-813e-aad92ced9964,MATCH,MATCH,MATCH, vs 0,3.99 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,True vs False,1 vs 0,95 vs 80,30 vs 25,50000 vs 20000, vs 10000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,150 vs 75,22360,MOVE - People Driven Banking - First Home Loan Principal & Interest
Delphi Bank,Essential Fixed Loan 3 Years,4b00d47f-f099-4f5f-bba4-19812c23d3af,MATCH,MATCH,5.23 vs 5.15,MATCH,5.37 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,True vs False,MATCH,MATCH,90 vs 80,MATCH,MATCH,5000000 vs 10000000,True vs FALSE,MATCH,True vs FALSE,1170 vs 250,0 vs 440,0 vs 330,0 vs 150,MATCH,179743,Delphi Bank - Fixed Rate Home Loans - Owner Occupied 3 Year
Delphi Bank,Essential Fixed Loan 4 Years,05de4236-f80d-46b8-a42a-df5e495af570,MATCH,MATCH,5.29 vs 5.22,MATCH,5.37 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,True vs False,MATCH,MATCH,90 vs 80,MATCH,MATCH,5000000 vs 10000000,True vs FALSE,MATCH,True vs FALSE,1170 vs 250,0 vs 440,0 vs 330,0 vs 150,MATCH,179744,Delphi Bank - Fixed Rate Home Loans - Owner Occupied 4 Year
Delphi Bank,Essential Fixed Loan 2 Years,77d0894d-cfd8-44ca-95ea-5e26fe90446d,MATCH,MATCH,5.29 vs 5.21,MATCH,5.37 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,True vs False,MATCH,MATCH,90 vs 80,MATCH,MATCH,5000000 vs 10000000,True vs FALSE,MATCH,True vs FALSE,1170 vs 250,0 vs 440,0 vs 330,0 vs 150,MATCH,179742,Delphi Bank - Fixed Rate Home Loans - Owner Occupied 2 Year
UBank,Discount Offer for Investor Variable P&I Rate,7cdbdf7f-3162-48b0-bb1e-b99fc7c8c7cb,MATCH,MATCH,MATCH, vs 0,3.99 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 30,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,516630,UBank - Discount Offer for Investor Variable P&I Rate Principal & Interest
UBank,Discount Offer Variable Home Loan ($700k+),f5896b24-25bc-44de-9589-b719985ba05b,MATCH,MATCH,MATCH, vs 0,3.62 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 30,MATCH,MATCH,MATCH, vs 9999999,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,405740,UBank - Discount Offer for Owner Occupied Variable P&I Rate (>700000) Principal & Interest
UBank,UHomeLoan - Standard Variable (Principal and Interest),29bca088-cf12-4f9b-b40a-4ae0ba449da3,MATCH,MATCH,MATCH, vs 0,4.17 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 30,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,196480,UBank - UHomeLoan Variable Rate Loan (for Owner Occupied Principle & Interest Loans) Principal & Interest
UBank,Inv UHomeLoan Fixed 1 Year,3dd93cf3-754b-4626-9969-0efdac75aab5,MATCH,MATCH,MATCH,MATCH,4.66 vs 0,MATCH,MATCH,MATCH,MATCH,True vs False,MATCH,MATCH,MATCH,1 vs 30,MATCH,MATCH,MATCH,2000000 vs 5000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,424011,UBank - UHomeLoan Fixed Rate Loan (for Investor Loans Principle & Interest Loans) 1 Year Principal & Interest
UBank,Inv UHomeLoan Fixed 3 Years,1652b03f-60a7-4266-afd3-df6f2691bed0,MATCH,4.14 vs 3.99,4.47 vs 4.44,MATCH,4.66 vs 0,MATCH,MATCH,MATCH,MATCH,True vs False,MATCH,MATCH,MATCH,1 vs 30,MATCH,MATCH,MATCH,2000000 vs 5000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,424013,UBank - UHomeLoan Fixed Rate Loan (for Investor Loans Principle & Interest Loans) 3 Year Principal & Interest
UBank,UHomeLoan Fixed (Principal and Interest) 3 Years,8fdb05c7-8f22-405e-b5bf-a7b098d57521,MATCH,3.99 vs 3.74,4.08 vs 4.01,MATCH,4.17 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 30,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,197673,UBank - UHomeLoan Fixed Rate Loan (for Owner Occupied Loans Principle & Interest Loans) 3 Year Principal & Interest
UBank,UHomeLoan Fixed (Interest Only) 3 Years,e13e622d-ec45-4fbf-acfa-622552b056a3,MATCH,3.99 vs 3.74,4.08 vs 4.01,MATCH,4.17 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,29 vs 30,MATCH,MATCH,MATCH,MATCH,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,528843,UBank - UHomeLoan Fixed Rate Loan (for Owner Occupied Loans Interest Only Loans) 3 Year
UBank,UHomeLoan Fixed (Interest Only) 5 Years,ca81f04a-77c5-4a5f-9804-449d4c06e8e2,MATCH,4.39 vs 4.09,4.23 vs 4.10,MATCH,4.17 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,29 vs 30,MATCH,MATCH,MATCH,MATCH,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,528845,UBank - UHomeLoan Fixed Rate Loan (for Owner Occupied Loans Interest Only Loans) 5 Year
Adelaide Bank,SmartFix Investment Loan (Principal and Interest) 1 Year,1274e732-43eb-47ab-8593-49a8526d10fb,MATCH,MATCH,MATCH,MATCH,4.99 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,325 vs 0,403151,Adelaide Bank - SmartFix 1 Year Principal & Interest Investment
Adelaide Bank,SmartFix Investment Loan (Principal and Interest) 5 Years,02a86bc3-6711-410c-b2e7-3a94e963a1b3,MATCH,MATCH,MATCH,MATCH,4.99 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,325 vs 0,403155,Adelaide Bank - SmartFix 5 Year Principal & Interest Investment
Adelaide Bank,SmartFix Investment Loan (Principal and Interest) 3 Years,0f291f0e-c1fc-482b-9bc0-78393982637c,MATCH,MATCH,5.09 vs 4.09,MATCH,4.99 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,325 vs 0,403153,Adelaide Bank - SmartFix 3 Year Principal & Interest Investment
Adelaide Bank,SmartFix Home Loan (Principal and Interest) 1 Year,8459b70a-42e2-467c-8675-f62321938d7e,MATCH,MATCH,MATCH,MATCH,4.49 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,325 vs 0,25101,Adelaide Bank - SmartFix 1 Year Principal & Interest
Adelaide Bank,SmartFix Home Loan (Principal and Interest) 5 Years,31a138cc-615c-4d91-880c-5b1b46afebfe,MATCH,MATCH,MATCH,MATCH,4.49 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,325 vs 0,25105,Adelaide Bank - SmartFix 5 Year Principal & Interest
Adelaide Bank,SmartFit Investment Loan (Principal and Interest) (LVR < 90%),5291e78e-add6-4e76-b142-71f4621b35ea,MATCH,MATCH,MATCH, vs 0,4.79 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,403200,Adelaide Bank - Variable SmartFit Principal & Interest Investment
Bank of Sydney,Expect More Home Loan Package Fixed 3 Years,8e66e49a-97a1-4f73-aea3-3a80065126d3,MATCH,MATCH,4.42 vs 4.38,MATCH,3.93 vs 3.58,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 5000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,300 vs 0,463643,Bank of Sydney - Owner Occupier- Standard Expect More Home Loan Package 3 Year
Bank of Sydney,Expect More Home Loan Package Fixed 2 Years,5776daf9-2f5a-4bf7-b6ab-d21906dd94b3,MATCH,MATCH,4.36 vs 4.32,MATCH,3.93 vs 3.58,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 5000000,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,300 vs 0,463642,Bank of Sydney - Owner Occupier- Standard Expect More Home Loan Package 2 Year
Bank of Sydney,Standard Variable Rate Home Loan,508e5ca0-738b-45a0-8741-c28ca448c164,MATCH,MATCH,MATCH, vs 0,5.64 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,25000 vs 100000, vs 1500000,MATCH,False vs TRUE,MATCH,MATCH,400 vs 365,330 vs 220,MATCH,300 vs 700,199300,Bank of Sydney - Standard Variable Home Loan
Bananacoast Community Credit Union,Max Discounted Standard Investment Loan,d00226f2-257f-4c6c-9294-f90aa38a2da5,MATCH,4.60 vs 4.65,5.43 vs , vs 0,4.6 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,50000 vs 250000,1250000 vs 2500000,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,395 vs 250,485240,bcu - All-In-One Max Discount Variable - Investment Principal & Interest
Bananacoast Community Credit Union,Fixed Investment Loan (Principal and Interest) 4 Years,fad80b81-6238-428a-a243-49410e2b05c0,MATCH,4.80 vs 4.25,5.93 vs 5.19,MATCH,5.3 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,40 vs 30,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,485274,bcu - Fixed Rate Special Investement  4 Year
Bananacoast Community Credit Union,Fixed Investment Loan (Principal and Interest) 2 Years,71fe5153-3063-4de0-aeed-f74d2ccef2b7,MATCH,4.50 vs 3.95,5.95 vs 5.16,MATCH,5.3 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,40 vs 30,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,485272,bcu - Fixed Rate Special Investement  2 Year
Bananacoast Community Credit Union,Max Discounted Standard Home Loan (Principal and Interest),9c375547-1780-4876-bcc9-e46bebb08896,MATCH,4.35 vs 4.4,4.39 vs , vs 0,4.35 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,50000 vs 250000,1250000 vs 2500000,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,395 vs 250,485260,bcu - All-In-One Max Discount Variable Principal & Interest
Bananacoast Community Credit Union,Fixed Home Loan (Principal and Interest) 5 Years,e1c4d98f-77f4-4c51-abbe-6b8d2952ee35,MATCH,4.59 vs 4.45,4.9 vs 4.57,MATCH,5.05 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,40 vs 30,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,485285,bcu - Fixed Rate Special  5 Year
Bananacoast Community Credit Union,Fixed Home Loan (Principal and Interest) 3 Years,831337fd-8fb6-461b-a406-11dd21b9ec79,MATCH,4.29 vs 3.90,4.89 vs 4.36,MATCH,5.05 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,40 vs 30,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,485283,bcu - Fixed Rate Special  3 Year
Bananacoast Community Credit Union,Fixed Home Loan (Principal and Interest) 1 year,c7f1635b-711c-4ea6-bc5c-6087013b66fb,MATCH,4.19 vs 3.80,5 vs 4.37,MATCH,5.05 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,40 vs 30,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,485281,bcu - Fixed Rate Special  1 Year
Heritage Bank,Standard Variable Investment Loan,2bdca23a-9a44-4e66-8931-2ac1e9c25701,MATCH,MATCH,MATCH, vs 0,5.69 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 5,90 vs 80,MATCH,MATCH, vs 9999999,MATCH,True vs FALSE,True vs FALSE,0 vs 600,MATCH,MATCH,MATCH,200 vs 250,412400,Heritage Bank - Investment Standard Variable
