Company,Product ID,Product,Variation,url,DIV,Intro rate,Intro rate term,Intro rate type,Comparison Rate,Fixed loan revert rate,Application fee,Legal fee,Valuation fee,Settlement fee,Other upfront fee (% of loan),Service fee,Service Term,Discharge fee,Minimum loan amount,Maximum loan amount,Minimum LVR,Maximum LVR,Availability,Repayment Type,Repayment Frequency,Extra repayments,Repayment holidays,Redraw facility,Minimum redraw amount,Split account,Offset account,Other restrictions,Other benefits,Interest Rate,Term,Variation ID
St.George,3878,Fixed Home Loan (Advantage Package),Fixed Home Loan (Owner Occupier Interest Only) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3878 clearfix,,0 Months,none,5.26%,4.91%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$750,000",none,none,80.00%,Owner Occupier,Interest Only,Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,4.49%,Fixed 1 year rate,3878 Fixed 1 year rate
St.George,3878,Fixed Home Loan (Advantage Package),Fixed Home Loan (Owner Occupier Interest Only) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3878 clearfix,,0 Months,none,5.15%,4.91%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$750,000",none,none,80.00%,Owner Occupier,Interest Only,Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,4.09%,Fixed 2 year rate,3878 Fixed 2 year rate
St.George,3878,Fixed Home Loan (Advantage Package),Fixed Home Loan (Owner Occupier Interest Only) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3878 clearfix,,0 Months,none,5.11%,4.91%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$750,000",none,none,80.00%,Owner Occupier,Interest Only,Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,4.19%,Fixed 3 year rate,3878 Fixed 3 year rate
St.George,3878,Fixed Home Loan (Advantage Package),Fixed Home Loan (Owner Occupier Interest Only) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3878 clearfix,,0 Months,none,5.20%,4.91%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$750,000",none,none,80.00%,Owner Occupier,Interest Only,Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,4.64%,Fixed 4 year rate,3878 Fixed 4 year rate
St.George,3878,Fixed Home Loan (Advantage Package),Fixed Home Loan (Owner Occupier Interest Only) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3878 clearfix,,0 Months,none,5.27%,4.91%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$750,000",none,none,80.00%,Owner Occupier,Interest Only,Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,4.84%,Fixed 5 year rate,3878 Fixed 5 year rate
St.George,2005,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2005 clearfix,,0 Months,none,5.47%,5.18%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$150,000","$249,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,4.19%,Fixed 1 year rate,2005 Fixed 1 year rate
St.George,2005,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2005 clearfix,,0 Months,none,5.32%,5.18%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$150,000","$249,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,3.89%,Fixed 2 year rate,2005 Fixed 2 year rate
St.George,2005,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2005 clearfix,,0 Months,none,5.24%,5.18%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$150,000","$249,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,3.99%,Fixed 3 year rate,2005 Fixed 3 year rate
St.George,2005,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2005 clearfix,,0 Months,none,5.36%,5.18%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$150,000","$249,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,4.59%,Fixed 4 year rate,2005 Fixed 4 year rate
St.George,2005,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2005 clearfix,,0 Months,none,5.32%,5.18%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$150,000","$249,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,4.59%,Fixed 5 year rate,2005 Fixed 5 year rate
St.George,2006,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2006 clearfix,,0 Months,none,5.29%,4.98%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$250,000","$499,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,4.19%,Fixed 1 year rate,2006 Fixed 1 year rate
St.George,2006,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2006 clearfix,,0 Months,none,5.16%,4.98%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$250,000","$499,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,3.89%,Fixed 2 year rate,2006 Fixed 2 year rate
St.George,2006,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2006 clearfix,,0 Months,none,5.10%,4.98%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$250,000","$499,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,3.99%,Fixed 3 year rate,2006 Fixed 3 year rate
St.George,2006,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2006 clearfix,,0 Months,none,5.23%,4.98%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$250,000","$499,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,4.59%,Fixed 4 year rate,2006 Fixed 4 year rate
St.George,2006,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2006 clearfix,,0 Months,none,5.20%,4.98%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$250,000","$499,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,4.59%,Fixed 5 year rate,2006 Fixed 5 year rate
St.George,2007,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2007 clearfix,,0 Months,none,5.25%,4.93%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$500,000","$749,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,4.19%,Fixed 1 year rate,2007 Fixed 1 year rate
St.George,2007,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2007 clearfix,,0 Months,none,5.13%,4.93%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$500,000","$749,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,3.89%,Fixed 2 year rate,2007 Fixed 2 year rate
St.George,2007,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2007 clearfix,,0 Months,none,5.07%,4.93%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$500,000","$749,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,3.99%,Fixed 3 year rate,2007 Fixed 3 year rate
St.George,2007,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2007 clearfix,,0 Months,none,5.20%,4.93%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$500,000","$749,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,4.59%,Fixed 4 year rate,2007 Fixed 4 year rate
St.George,2007,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_2007 clearfix,,0 Months,none,5.18%,4.93%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$500,000","$749,999",none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,4.59%,Fixed 5 year rate,2007 Fixed 5 year rate
St.George,3882,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3882 clearfix,,0 Months,none,5.20%,4.88%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$750,000",none,none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,4.19%,Fixed 1 year rate,3882 Fixed 1 year rate
St.George,3882,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3882 clearfix,,0 Months,none,5.09%,4.88%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$750,000",none,none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,3.89%,Fixed 2 year rate,3882 Fixed 2 year rate
St.George,3882,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3882 clearfix,,0 Months,none,5.03%,4.88%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$750,000",none,none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,3.99%,Fixed 3 year rate,3882 Fixed 3 year rate
St.George,3882,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3882 clearfix,,0 Months,none,5.17%,4.88%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$750,000",none,none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,4.59%,Fixed 4 year rate,3882 Fixed 4 year rate
St.George,3882,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Principal & Interest) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3882 clearfix,,0 Months,none,5.15%,4.88%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$750,000",none,none,90.00%,Investment,Principal & Interest,Weekly Fortnightly Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,4.59%,Fixed 5 year rate,3882 Fixed 5 year rate
St.George,3861,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Interest Only) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3861 clearfix,,0 Months,none,5.99%,5.72%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$150,000","$249,999",none,80.00%,Investment,Interest Only,Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,4.69%,Fixed 1 year rate,3861 Fixed 1 year rate
St.George,3861,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Interest Only) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3861 clearfix,,0 Months,none,5.78%,5.72%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$150,000","$249,999",none,80.00%,Investment,Interest Only,Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,4.09%,Fixed 2 year rate,3861 Fixed 2 year rate
St.George,3861,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Interest Only) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3861 clearfix,,0 Months,none,5.67%,5.72%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$150,000","$249,999",none,80.00%,Investment,Interest Only,Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,4.19%,Fixed 3 year rate,3861 Fixed 3 year rate
St.George,3861,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Interest Only) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3861 clearfix,,0 Months,none,5.87%,5.72%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$150,000","$249,999",none,80.00%,Investment,Interest Only,Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,5.09%,Fixed 4 year rate,3861 Fixed 4 year rate
St.George,3861,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Interest Only) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3861 clearfix,,0 Months,none,5.82%,5.72%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$150,000","$249,999",none,80.00%,Investment,Interest Only,Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,none,5.09%,Fixed 5 year rate,3861 Fixed 5 year rate
St.George,3862,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Interest Only) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3862 clearfix,,0 Months,none,5.81%,5.52%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$250,000","$499,999",none,80.00%,Investment,Interest Only,Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,4.69%,Fixed 1 year rate,3862 Fixed 1 year rate
St.George,3862,Fixed Home Loan (Advantage Package),Fixed Home Loan (Investment Interest Only) (Advantage Package),https://mozo.com.au/home-loans/information/st-george/Fixed-Home-Loan-Advantage-Package/3482,fragment product_id_3862 clearfix,,0 Months,none,5.63%,5.52%,$0.00,$0.00,$0.00,$100.00,none,$395.00,yearly,$350.00,"$250,000","$499,999",none,80.00%,Investment,Interest Only,Monthly,yes - free up to $10000 p.a.,yes,yes - free,$0.00,yes,yes - partial only,none,Get $1500 cashback by refinancing your home loan to an Advantage Package Home Loan. Minimum loan amount $250000.,4.09%,Fixed 2 year rate,3862 Fixed 2 year rate
