Company,Product,url,Home Loan Type,Rate,CodeID,Comparison Rate,Fixed Months,Revert Rate,Introductory Rate,Loan Type,Security Type,Availability,Repayment Options,Repayment Frequency,Interest Rate Notes,Min Loan Term,Max Loan Term,Min Loan Amount,Max Loan Amount,Extra Repayments,Loan is Transferable (Portable),Transfer Fee,Mortgage Offset Available,Mortgage Offset 100%,Mortgage Offset Rate,Redraw Available,Min Redraw Amount,Max Redraw Amount,Redraw Fee,Redraw Notice Period,Redraw Method,Redraw Notes & Comments,Application Fee,Legal Fee,Valuation Fee,Settlement Fee,Service Fee,Exit Fee,Early Termination Fee
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22140,FIXED,4.79%,22140,5.22%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22140,FIXED,6.00%,22140,5.81%,6 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22140,FIXED,6.50%,22140,6.16%,7 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22140,FIXED,6.50%,22140,6.34%,9 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22140,FIXED,6.50%,22140,6.41%,10 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22127,FIXED,4.49%,22127,5.31%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22127,FIXED,4.19%,22127,5.21%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22127,FIXED,4.29%,22127,5.20%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22127,FIXED,4.79%,22127,5.29%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22127,FIXED,4.79%,22127,5.28%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22127,FIXED,6.00%,22127,5.86%,6 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22127,FIXED,6.50%,22127,6.21%,7 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22127,FIXED,6.50%,22127,6.37%,9 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22127,FIXED,6.50%,22127,6.44%,10 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22125,FIXED,4.49%,22125,5.49%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22125,FIXED,4.19%,22125,5.37%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22125,FIXED,4.29%,22125,5.34%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22125,FIXED,4.79%,22125,5.42%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22125,FIXED,4.79%,22125,5.39%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22125,FIXED,6.00%,22125,5.96%,6 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22125,FIXED,6.50%,22125,6.29%,7 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22125,FIXED,6.50%,22125,6.43%,9 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Principal & Interest,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-principal--interest-22125,FIXED,6.50%,22125,6.49%,10 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-46602,FIXED,4.69%,46602,5.74%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$500,000.00","$749,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-46602,FIXED,4.45%,46602,5.62%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$500,000.00","$749,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-46602,FIXED,4.54%,46602,5.56%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$500,000.00","$749,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-46602,FIXED,5.09%,46602,5.68%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$500,000.00","$749,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-46602,FIXED,5.09%,46602,5.66%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$500,000.00","$749,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-46602,FIXED,6.47%,46602,6.32%,6 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$500,000.00","$749,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-46602,FIXED,6.97%,46602,6.67%,7 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$500,000.00","$749,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-46602,FIXED,6.97%,46602,6.84%,9 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$500,000.00","$749,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-46602,FIXED,6.97%,46602,6.91%,10 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$500,000.00","$749,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-45762,FIXED,4.69%,45762,5.96%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-45762,FIXED,4.45%,45762,5.82%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-45762,FIXED,4.54%,45762,5.74%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-45762,FIXED,5.09%,45762,5.84%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-45762,FIXED,5.09%,45762,5.80%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-45762,FIXED,6.47%,45762,6.44%,6 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-45762,FIXED,6.97%,45762,6.78%,7 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-45762,FIXED,6.97%,45762,6.91%,9 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-45762,FIXED,6.97%,45762,6.97%,10 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$150,000.00","$249,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22128,FIXED,4.69%,22128,5.69%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22128,FIXED,4.45%,22128,5.58%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22128,FIXED,4.54%,22128,5.53%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22128,FIXED,5.09%,22128,5.65%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22128,FIXED,5.09%,22128,5.63%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22128,FIXED,6.47%,22128,6.30%,6 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22128,FIXED,6.97%,22128,6.65%,7 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22128,FIXED,6.97%,22128,6.82%,9 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22128,FIXED,6.97%,22128,6.89%,10 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$750,000.00","$20,000,000.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22126,FIXED,4.69%,22126,5.78%,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22126,FIXED,4.45%,22126,5.66%,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22126,FIXED,4.54%,22126,5.60%,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22126,FIXED,5.09%,22126,5.72%,4 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22126,FIXED,5.09%,22126,5.69%,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22126,FIXED,6.47%,22126,6.35%,6 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
Westpac,Fixed Rate Investment Property Loan (Premier Advantage Package) Interest Only,https://www.infochoice.com.au/home-loans/westpac/fixed-rate-investment-property-loan-interest-only-22126,FIXED,6.97%,22126,6.69%,7 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,"$250,000.00","$499,999.00",TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,,$0,$0,$0,$0,$395.00,$350.00,
